IE;CNPJ;RAZAO;SIT;ARRECADACAO;ENTRADAS;SAIDAS;REGIME;SEGM;MUNICIPIO;DRR;DATA-IE;CONTADOR
"072041242";"27745277000108";"EMANUEL ELIAS SILVA RIBEIRO 06251019441";"B";;142.182,04;;"NORMAL";"TECIDOS";"VERTENTES";"II";22/05/2017;
"072040947";"27745192000111";"MARIO GEMINIANO DOS SANTOS 38642786434";"B";;142.285,63;;"NORMAL";"TECIDOS";"VERTENTES";"II";22/05/2017;
"072040866";"27745094000184";"ERIBERTO JOSE DE ALMEIDA 03832053441";"B";;298.536,67;;"NORMAL";"TECIDOS";"TORITAMA";"II";22/05/2017;
"072040432";"27744996000104";"ALLYSON ANDRE ALBUQUERQUE NUNES 01049128478";"B";;187.793,01;;"NORMAL";"TECIDOS";"TORITAMA";"II";22/05/2017;
"072034467";"27739104000179";"LUCIANO MARINHO DA SILVA JUNIOR 08420992470";"A";6,00;578.927,06;;"SIMEI";"VEICULOS";"GOIANA";"I";22/05/2017;
"072018933";"27729262000148";"ELIZANGELA MARIA DA SILVA 33639457870";"C";12,30;144.936,80;151.866,80;"SIMEI";"TECIDOS";"CUPIRA";"II";22/05/2017;
"072013206";"27740207000159";"JOSE WELLINGTON DA SILVA E SILVA EIRELI ME";"S";;58.080,00;158.169,00;"NORMAL";"TECIDOS";"CARUARU";"II";22/05/2017;
"072007575";"27729820000175";"RAFAEL DAVI DE VASCONCELOS ME";"A";1.788,73;44.361,17;182.712,80;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";19/05/2017;"FLAVIO CAVALCANTI DOS SANTOS"
"071995110";"27724885000128";"ERICK DE SOUZA MORAES 50834427877";"A";13,21;85.043,75;;"SIMEI";"VAREJO";"RECIFE";"I";18/05/2017;
"071978887";"27711509000107";"RHUAN SANTIAGO DE SOUZA SILVA 10531428460";"A";;667.610,00;;"SIMEI";"ATACADO DE ALIMENTOS";"RECIFE";"I";18/05/2017;
"071965807";"27701875000177";"LUIZA JUCA DA SILVA 67329985368";"S";;792.306,57;;"NORMAL";"INDUSTRIA DE ALIMENTOS";"MOREILANDIA";"III";18/05/2017;
"071965394";"27701708000126";"ANTONIO RICARDO REBOUCAS DA SILVA 41125150300";"C";;546.122,48;;"SIMEI";"INDUSTRIA DE ALIMENTOS";"SERTANIA";"II";18/05/2017;
"071965041";"27701475000161";"ANTONIO DA SILVA CARDOSO 03167353376";"C";;293.123,40;;"SIMEI";"INDUSTRIA DE ALIMENTOS";"QUIXABA";"II";18/05/2017;
"071940804";"27692257000108";"GABRIELA ROUMILLAC PACHECO DE OLIVEIRA AGRA 08718740405";"C";;146.531,32;;"NORMAL";"TECIDOS";"CORRENTES";"II";18/05/2017;
"071930841";"27762307000186";"LEANDRO ALVES DA SILVA METAIS EIRELI EPP";"C";280,00;121,94;2.923.524,50;"NORMAL";"ATACADO";"RECIFE";"I";18/05/2017;
"071926577";"27749427000143";"EMANUEL THIAGO DA SILVA ME";"C";;1.675.680,12;17.658,00;"NORMAL";"SUPERMERCADOS";"PETROLANDIA";"III";17/05/2017;"NILSON DA SILVA GUEDES"
"071925686";"27744825000177";"JOSE ALAN DA SILVA VAREJISTA DE TECIDOS EPP";"S";;909.611,09;782.548,90;"NORMAL";"TECIDOS";"PASSIRA";"I";17/05/2017;"PAULO RONALDO DA SILVA"
"071924108";"27718492000101";"COMERCIAL NOVO CORTES EIRELI EPP";"C";;;2.808.137,98;"NORMAL";"BEBIDAS";"CORTES";"I";17/05/2017;
"071904174";"27719499000148";"R S JUNIOR MERCADINHO LTDA ME";"C";17.934,72;9.216.742,94;;"NORMAL";"SUPERMERCADOS";"BREJINHO";"II";15/05/2017;"LUCINEIDE CAMPOS DE ALMEIDA"
"071891170";"27697363000184";"COMERCIAL PINHEIRAO EIRELI EPP";"C";;902.416,51;299.112,04;"NORMAL";"INDUSTRIA DE ALIMENTOS";"CAMOCIM DE SAO FELIX";"II";10/05/2017;
"071891099";"27697380000111";"COMERCIAL PORTA VELHA EIRELI EPP";"C";;2.359.097,83;2.851.179,28;"NORMAL";"BEBIDAS";"JUPI";"II";10/05/2017;
"071885790";"27685339000125";"CARLOS ALBERTO JOSE DA SILVA JUNIOR EIRELI ME";"A";464,52;184.155,00;;"SIMPLES NACIONAL";"TRANSPORTE";"LAGOA DO ITAENGA";"I";09/05/2017;"CINTHYA SORAYA DA SILVA MEDEIROS"
"071882855";"27669501000111";"COSMO JOSE DA SILVA 86159232487";"C";;11.440,00;645.674,50;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";08/05/2017;
"071880720";"27667612000199";"DIANNA ALMEIDA DE MELO DE ANDRADE LIMA 01015735452";"A";12,01;91.330,00;;"SIMEI";"INDUSTRIA";"RECIFE";"I";08/05/2017;
"071868003";"27658649000150";"MARCOS AURELIO CAMPINAS BEZERRA 83589180463";"A";11,23;126.456,00;;"SIMEI";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";08/05/2017;
"071855297";"27650152000196";"MARIA JULIANA AMATO BOTELHO DOS SANTOS 07539945427";"A";4.041,07;140.568,43;;"SIMEI";"TECIDOS";"JABOATAO DOS GUARARAPES";"I";08/05/2017;
"071817875";"17418649000200";"GIALISON PEREIRA DOS SANTOS";"B";;982.901,98;5.570.884,60;"NORMAL";"TECIDOS";"TAQUARITINGA DO NORTE";"II";08/05/2017;
"071812725";"27663938000148";"COMERCIAL RAIAR DO DIA EIRELI EPP";"C";6.124,68;550.260,00;980.318,00;"NORMAL";"INDUSTRIA DE ALIMENTOS";"CACHOEIRINHA";"II";05/05/2017;
"071767592";"27606189000117";"MARIA APARECIDA DA SILVA 10443748454";"C";;33.000,00;384.979,40;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";02/05/2017;
"071762957";"27602364000106";"THYAGO ANTONIO CARVALHO RODRIGUES DA SILVA 10049641450";"A";852,90;200.769,04;;"SIMEI";"VAREJO";"RECIFE";"I";02/05/2017;
"071736522";"27582572000182";"ALENCAR GOMES CORREIA JUNIOR 27442797814";"A";;122.242,77;;"SIMEI";"VAREJO";"IGARASSU";"I";02/05/2017;
"071729151";"27572192000167";"ERICA B. FERNANDES EPP";"C";7.572,76;3.661.560,13;775.925,08;"NORMAL";"BEBIDAS";"RECIFE";"I";02/05/2017;
"071726136";"27621134000186";"COMERCIAL CASA BRANCA EIRELI EPP";"C";2.465,45;211.220,00;295.253,76;"NORMAL";"BEBIDAS";"BREJAO";"II";28/04/2017;
"071725911";"27596825000177";"FABIANO CAVALCANTI DA SILVA ME";"C";;662.606,84;1.182.985,54;"NORMAL";"INDUSTRIA DE ALIMENTOS";"TUPANATINGA";"II";28/04/2017;
"071721762";"27609770000192";"MENEZES COMERCIAL BEBIDAS EIRELI ME";"C";;826.301,91;119.619,74;"NORMAL";"SUPERMERCADOS";"PETROLANDIA";"III";27/04/2017;
"071721509";"27609814000184";"COMERCIAL BREJAO EIRELI ME";"C";;448.776,11;4.950.525,07;"NORMAL";"BEBIDAS";"LAJEDO";"II";27/04/2017;
"071686592";"22675183000188";"EDILSON JUSTINO GONCALVES JUNIOR 07292277403";"A";;;152.380,33;"SIMEI";"VAREJO";"RECIFE";"I";25/04/2017;
"071649719";"27533408000185";"AMANDA CAROLINA DOS SANTOS BRUM 10292061471";"A";10,96;48.804,41;115.408,34;"SIMPLES NACIONAL";"VAREJO";"OLINDA";"I";25/04/2017;"ELAINE PEREIRA DA SILVA"
"071636650";"27561561000116";"J MILENA DA SILVA LATICINIOS ME";"C";;1.909.720,61;;"NORMAL";"ATACADO DE ALIMENTOS";"BREJAO";"II";24/04/2017;
"071634606";"27572990000199";"FRANCISCO JUNIOR SALES DE MENEZES ME";"A";1.523,95;;300.096,00;"SIMPLES NACIONAL";"TECIDOS";"RECIFE";"I";24/04/2017;
"071606319";"27567641000189";"BENTO FERNANDES REPRESENTACOES E COMERCIO DE ALIMENTOS EIRELI EPP";"C";;3.740.542,36;725.124,78;"NORMAL";"BEBIDAS";"TRINDADE";"III";20/04/2017;
"071602593";"27556696000193";"A L DOS SANTOS MERCEARIA ME";"C";;197.725,42;;"NORMAL";"SUPERMERCADOS";"EXU";"III";19/04/2017;
"071600892";"27546061000105";"I DE SOUZA SANTOS CONFECCOES ME";"S";;;242.111,00;"NORMAL";"TECIDOS";"CARUARU";"II";19/04/2017;
"071577033";"27504466000180";"JAILSON GUIMARAES DE SOUZA 04834411559";"A";;;116.600,00;"SIMPLES NACIONAL";"INDUSTRIA";"PETROLINA";"III";17/04/2017;
"071565027";"27519105000108";"MARIVALDO J DE LIMA ME";"A";;106.762,68;90.140,00;"SIMPLES NACIONAL";"TECIDOS";"TORITAMA";"II";17/04/2017;
"071564640";"27509957000114";"MS COMERCIAL OROBO EIRELI EPP";"C";;1.571.963,41;6.325.611,63;"NORMAL";"INDUSTRIA DE ALIMENTOS";"OROBO";"I";17/04/2017;
"071533338";"27485336000148";"JOANA PAULA DE SOUSA LEITAO 01564280322";"C";;877.627,20;;"SIMEI";"INDUSTRIA DE ALIMENTOS";"SERTANIA";"II";10/04/2017;
"071495061";"27456691000199";"EMILIA DE MELO BASILIO 64083209453";"A";10.457,35;180.864,65;;"SIMEI";"VAREJO";"RECIFE";"I";10/04/2017;"GILDA ARAUJO DA SILVA"
"071486747";"27452256000196";"LEYLUANA SABRINA COSTA DE SOUZA 08368307414";"A";1.393,31;128.243,88;;"SIMEI";"VAREJO";"RECIFE";"I";10/04/2017;
"071486151";"27451726000105";"BRUNO JOSE DA SILVA 05357408408";"S";9,06;386.987,12;;"SIMPLES NACIONAL";"INDUSTRIA DE ALIMENTOS";"JABOATAO DOS GUARARAPES";"I";10/04/2017;
"071472282";"27491843000194";"M C ALIMENTOS E BEBIDAS EIRELI ME";"C";;1.644.844,71;;"NORMAL";"SUPERMERCADOS";"BOM CONSELHO";"II";10/04/2017;
"071466800";"27478386000106";"AILTON NAPONUCENA RODRIGUES FILHO ME";"C";;;;"SIMPLES NACIONAL";"INDUSTRIA";"ITAMBE";"I";06/04/2017;"JOSE ANTONIO BARBOSA JUNIOR"
"071466126";"27473181000120";"COMERCIAL JUNTOS VENCEREMOS LTDA ME";"C";;1.811.454,36;2.304.813,36;"NORMAL";"BEBIDAS";"CHA GRANDE";"II";06/04/2017;
"071465901";"27473200000118";"COMERCIAL CAJAU EIRELI EPP";"C";;1.416.519,15;3.016.972,37;"NORMAL";"BEBIDAS";"SAO JOAQUIM DO MONTE";"II";06/04/2017;
"071453229";"27439696000103";"RAYANNE KAROLAYNE FERREIRA DE MELO 71164016440";"C";;5.780,00;231.522,00;"NORMAL";"TECIDOS";"TAQUARITINGA DO NORTE";"II";03/04/2017;
"071417770";"27413064000170";"JOSICLEIDE KARINA DA SILVA 11766737420";"C";;107.670,40;115.940,50;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";03/04/2017;
"071406069";"27406988000140";"GRECILIANE FRANCISCA DE LUNA CAVALCANTE 09031584428";"A";80,08;119.884,23;;"SIMEI";"ATACADO DE ALIMENTOS";"RECIFE";"I";03/04/2017;
"071303170";"27344104000170";"IVANILDO MONTEIRO DE GUSMAO 16907892472";"C";;3.800.453,58;;"SIMEI";"BEBIDAS";"PAULISTA";"I";27/03/2017;
"071298908";"27340726000120";"MARIA DE FATIMA ANDRADE 05740048400";"A";;216.461,76;;"SIMEI";"VAREJO";"RIBEIRAO";"I";27/03/2017;
"071296700";"27338899000103";"ESPEDITO DE SOUZA BARROS 06679437490";"B";;2.182.101,15;;"NORMAL";"SUPERMERCADOS";"FLORES";"II";27/03/2017;
"071290842";"27390704000174";"COMERCIAL DE ALIMENTOS BOLINA LTDA EPP";"C";2.214,53;2.973.237,31;3.985.248,26;"NORMAL";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";27/03/2017;
"071289321";"27378498000187";"SILMARA ALCANTARA ANDRADE ME";"A";1.516,27;624.011,89;;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";27/03/2017;"RAFAELA DE ALMEIDA CHAVES"
"071280022";"27373275000127";"M S DEZ LTDA ME";"C";;;;"SIMPLES NACIONAL";"TECIDOS";"JABOATAO DOS GUARARAPES";"I";24/03/2017;"MARIA FERREIRA ALVES"
"071222090";"27310065000190";"WALDIVINO GOMES DA SILVA 01288069405";"A";4,11;141.224,68;;"SIMEI";"TECIDOS";"CARUARU";"II";20/03/2017;
"071220046";"27308286000123";"LUANA FEITOZA SILVA";"A";2.366,94;797.910,94;;"SIMPLES NACIONAL";"TECIDOS";"TORITAMA";"II";20/03/2017;"CHARLENE CHAGAS SILVA SANTOS"
"071213422";"27304270000142";"JULIANA GUEDES DE ANDRADE SILVA 06270811422";"A";3,00;241.699,79;;"SIMEI";"VEICULOS";"RECIFE";"I";20/03/2017;
"071188053";"27287042000101";"CLAUDIO FERREIRA DA SILVA 02493569458";"B";2.585,50;108.618,44;;"NORMAL";"TECIDOS";"JABOATAO DOS GUARARAPES";"I";20/03/2017;
"071172130";"27292027000151";"LIDIANE GOMES DE ARRUDA ME";"C";3.812,08;692.738,39;147.944,00;"SIMPLES NACIONAL";"TECIDOS";"SURUBIM";"II";17/03/2017;
"071171169";"27324873000106";"J M M DA SILVA MERCANTIL ME";"C";;1.220.604,87;;"SIMPLES NACIONAL";"SUPERMERCADOS";"TERRA NOVA";"III";17/03/2017;
"071164545";"27305585000104";"CARLOS JOSE DOS SANTOS LIMPEZA E HIGIENE ME";"A";369,80;93.637,10;1.891.968,40;"NORMAL";"ATACADO";"RECIFE";"I";15/03/2017;"SEVERINO HENRIQUE GAMA"
"071161015";"27252639000110";"VILMA G DOS SANTOS EPP";"C";;3.322.375,22;1.394.676,55;"NORMAL";"INDUSTRIA DE ALIMENTOS";"PESQUEIRA";"II";14/03/2017;"KACIO CAVALCANTI CORREIA"
"071160710";"27252661000160";"VGS COMERCIAL DE ALIMENTOS EIRELI EPP";"C";2.309,39;5.131.865,05;4.418.588,75;"NORMAL";"BEBIDAS";"TRINDADE";"III";14/03/2017;
"071159894";"27292989000100";"VERISSIMO ARCANJO DE OLIVEIRA JUNIOR EIRELI ME";"A";;114.458,84;;"SIMPLES NACIONAL";"TRANSPORTE";"CONDADO";"I";14/03/2017;"JORGE TAVARES PIMENTEL"
"071158065";"27252715000198";"L SANTINA DA SILVA CONFECCOES ME";"A";6.005,09;596.174,17;489.918,00;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";14/03/2017;"ANDRE FERNANDO CAVALCANTI FILHO"
"071156798";"27282444000113";"JANIO RUBEN B RODRIGUES ME";"C";;3.318.034,88;;"NORMAL";"SUPERMERCADOS";"BODOCO";"III";14/03/2017;
"071156607";"27282550000105";"JOSELMA DE SOUSA MACIEL ME";"C";;1.510.309,28;;"NORMAL";"SUPERMERCADOS";"GRANITO";"III";14/03/2017;
"071155635";"27280305000150";"ROBSON RODRIGUES COSTA ALVES 03537545525";"C";;10.527.739,02;;"NORMAL";"BEBIDAS";"RECIFE";"I";13/03/2017;
"071152610";"27278253000188";"GLEICE ANY ARAUJO 08931064454";"A";;80.497,76;;"SIMEI";"VEICULOS";"JABOATAO DOS GUARARAPES";"I";13/03/2017;
"071110100";"27248219000160";"DANIEL MEDEIROS LIMA FILHO 05542077455";"A";;266.007,13;;"SIMEI";"VAREJO";"RECIFE";"I";13/03/2017;
"071076255";"27215449000123";"COMERCIAL HUANA EIRELI ME";"C";300,00;8.466.928,68;13.847.275,46;"NORMAL";"BEBIDAS";"QUIPAPA";"II";13/03/2017;
"071074201";"27215511000187";"COMERCIAL ZONA AZUL EIRELI EPP";"C";;2.420.431,12;6.473.736,12;"NORMAL";"BEBIDAS";"QUIPAPA";"II";13/03/2017;
"071062386";"27249792000199";"COMERCIAL NOVA DINAMICA EIRELI EPP";"C";;289.228,35;13.169.583,08;"NORMAL";"BEBIDAS";"AGUAS BELAS";"II";08/03/2017;
"071061819";"27241982000160";"G SOARES DA SILVA TECIDOS ME";"A";55.337,52;2.907.154,21;159.420,35;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";08/03/2017;
"071047310";"27220899000104";"ANDREIA KARLA CARVALHO DE ARAUJO 03091829480";"A";2.078,88;64.404,72;;"SIMEI";"TECIDOS";"TACARATU";"III";06/03/2017;
"071027637";"27206746000102";"ADELSON RODRIGUES DO AMARAL 10156865408";"C";;236.881,85;;"SIMEI";"BEBIDAS";"SAO JOSE DO EGITO";"II";06/03/2017;
"071006982";"27194289000183";"LEANDRO SANTIAGO GOMES 08038269403";"B";;91.433,33;;"SIMEI";"ATACADO DE ALIMENTOS";"RECIFE";"I";02/03/2017;"ALDO ARAUJO DOS SANTOS JUNIOR"
"070999910";"27186217000194";"MARIA JOSE DOS SANTOS FILHA 03773118473";"A";;102.946,36;;"SIMEI";"MATERIAL DE CONSTRUCAO";"BARREIROS";"I";02/03/2017;
"070962839";"27157002000145";"ALEXANDRA GONCALVES DOS SANTOS 08828715448";"A";149,80;185.423,72;;"SIMEI";"VAREJO";"CAMARAGIBE";"I";02/03/2017;
"070939853";"27156601000144";"ANA CLAUDIA SILVA TECIDOS";"C";;1.434.554,90;;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";24/02/2017;
"070934118";"27173264000101";"TATIANA SILVA BATISTA ME";"C";;390,00;733.915,95;"NORMAL";"INDUSTRIA";"RECIFE";"I";23/02/2017;
"070899371";"27125397000102";"JOSE ROBERTO DO NASCIMENTO 07563685456";"S";3.743,62;187.364,27;;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";22/02/2017;"RAFAELA DE ALMEIDA CHAVES"
"070833354";"27123550000154";"F J N DE OLIVEIRA MERCEARIA ME";"C";;4.829.983,43;;"NORMAL";"SUPERMERCADOS";"BODOCO";"III";21/02/2017;
"070832706";"27147126000140";"JOAO D LOPES NETO ME";"C";;978.751,99;;"SIMPLES NACIONAL";"SUPERMERCADOS";"PARNAMIRIM";"III";21/02/2017;
"070825920";"27057547000180";"JOSE MARCOS DE MEDEIROS ALIMENTOS EPP";"C";;1.983.671,09;;"NORMAL";"SUPERMERCADOS";"RECIFE";"I";17/02/2017;
"070820295";"05735806000141";"EVERALDO A. MATIAS SOARES";"C";958,69;47.558,56;3.042,50;"SIMEI";"TECIDOS";"ITAMBE";"I";16/02/2017;"JOSE ANTONIO BARBOSA JUNIOR"
"070819106";"27100914000180";"COMERCIAL LUNA & BORGES LTDA EPP";"C";;2.647.617,51;11.048.700,27;"NORMAL";"BEBIDAS";"NAZARE DA MATA";"I";16/02/2017;
"070813248";"27081636000161";"P A L OLIVEIRA ME";"A";;;;"NORMAL";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";15/02/2017;"MANUEL CLAUDIO CRUZ DE ARAUJO"
"070812608";"27111130000158";"MERCANTIL NOVA OLINDA EIRELI EPP";"C";26.106,75;2.074.423,81;951.562,42;"NORMAL";"ATACADO DE ALIMENTOS";"JABOATAO DOS GUARARAPES";"I";15/02/2017;"EDSON FERREIRA FILHO"
"070806110";"27094987000107";"FERREIRA & GOMES VETERINARIA LTDA ME";"S";42,72;44.565,43;;"SIMPLES NACIONAL";"VAREJO";"ARCOVERDE";"II";14/02/2017;"ROSE FABIANNE SOUZA DE OLIVEIRA"
"070802980";"27085979000102";"SOLANGE CRISLAINE SILVA GONCALVES 01768833478";"A";1.104,57;161.774,16;;"SIMEI";"ATACADO DE ALIMENTOS";"ABREU E LIMA";"I";13/02/2017;
"070785791";"27043545000131";"LUCIVALDO RICARDO DE LIMA 91365872300";"C";;147.298,90;;"SIMEI";"BEBIDAS";"TUPARETAMA";"II";13/02/2017;
"070720312";"27095339000175";"COMERCIAL QUIPAPA EIRELI EPP";"C";;1.373.595,80;2.130.270,66;"NORMAL";"BEBIDAS";"QUIPAPA";"II";13/02/2017;
"070706832";"27068241000129";"MILOTTI REPRESENTACOES E COMERCIO DE ALIMENTOS EIRELI EPP";"C";;4.243.858,23;2.659.682,73;"NORMAL";"BEBIDAS";"RECIFE";"I";09/02/2017;
"070706247";"27004562000160";"DEPOSITO DO TEMPERO COMERCIO EIRELI - ME";"C";;5.009.950,24;;"NORMAL";"ATACADO DE ALIMENTOS";"TORITAMA";"II";09/02/2017;
"070704970";"20291656000118";"DADDY BRASIL IMPORTACAO LTDA.";"A";401,75;469.810,91;89.022,00;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";09/02/2017;"ANNY MAYARA DE SOUSA SILVA"
"070691703";"27030213000112";"ALZIVANE ALVES DE SANTANA PARDIM 18653715134";"A";3.821,09;205.945,02;73.075,00;"SIMEI";"INDUSTRIA";"RECIFE";"I";06/02/2017;
"070659656";"27008475000180";"MATEUS H SOARES SILVA ME";"C";8.599,03;3.094.108,26;1.299.225,09;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";06/02/2017;
"070623627";"26983685000127";"MATHEUS DE SA MATOS 07400982419";"A";1.033,74;83.204,76;;"SIMEI";"VAREJO";"RECIFE";"I";06/02/2017;
"070612269";"27005600000107";"D S GOMES DOS SANTOS EPP";"C";;2.652.804,59;1.651.987,98;"NORMAL";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";06/02/2017;
"070597952";"26997792000104";"CRISTOVAO SOUSA BEZERRA TECIDOS E CONFECCOES";"C";13.634,95;3.821.381,15;2.201.520,80;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";02/02/2017;"JOSIEL AUGUSTO DA SILVA"
"070596395";"26980247000105";"SANDRINE COMERCIAL DE ALIMENTOS EIRELI EPP";"C";3.372,25;1.264.473,18;3.017.756,04;"NORMAL";"INDUSTRIA DE ALIMENTOS";"TRINDADE";"III";02/02/2017;
"070554714";"26961588000133";"EDSON DA SILVA VERISSIMO DO NASCIMENTO 07822141422";"A";;99.372,08;;"SIMEI";"MATERIAL DE CONSTRUCAO";"RECIFE";"I";30/01/2017;
"070507554";"26932390000121";"ELIANE SERAFIM DA SILVA 05146221480";"A";3.653,57;102.294,95;;"SIMEI";"VAREJO";"RECIFE";"I";30/01/2017;
"070484910";"26962138000165";"JANILSON SOUZA DE FARIAS ME";"C";;7.920,00;;"SIMPLES NACIONAL";"BEBIDAS";"ITAMBE";"I";27/01/2017;"JOSE ANTONIO BARBOSA JUNIOR"
"070481652";"26958836000197";"R. R. DA SILVA FRANCA   EIRELI EPP";"C";;;5.311.165,81;"NORMAL";"ATACADO";"RECIFE";"I";26/01/2017;
"070478350";"26952103000145";"COMERCIAL SUPLA MIL LTDA EPP";"C";908,01;1.738.870,00;1.482.822,26;"NORMAL";"ATACADO";"RECIFE";"I";26/01/2017;"MANUEL CLAUDIO CRUZ DE ARAUJO"
"070463166";"26928056000102";"COMERCIAL BARRA AZUL EIRELI EPP";"C";21.121,66;1.811.622,02;2.905.204,24;"NORMAL";"INDUSTRIA DE ALIMENTOS";"BONITO";"II";24/01/2017;
"070447128";"26915402000100";"FELIPE DA SILVA LIMA 39697791899";"A";17,27;298.352,00;2.055,00;"SIMEI";"VEICULOS";"JABOATAO DOS GUARARAPES";"I";23/01/2017;
"070385009";"26874514000160";"RENAN RODRIGUES DOS SANTOS 02265602523";"A";10,24;129.632,33;;"SIMEI";"VAREJO";"PETROLINA";"III";23/01/2017;
"070379106";"26917802000154";"D SILVA MENDES ME";"C";;1.342.960,07;;"NORMAL";"SUPERMERCADOS";"EXU";"III";23/01/2017;"JAILSON BEZERRA GOMES"
"070366713";"26888892000100";"SEBASTIAO I P DA SILVA CONFECCOES ME";"C";;548.227,80;448.315,19;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";19/01/2017;
"070366632";"26888848000192";"ELI F DA SILVA CONFECCOES ME";"C";42.016,45;1.850.188,22;7.000,00;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";19/01/2017;
"070364931";"26784797000159";"SANTANA E BATISTA REPRESENTACOES E COMERCIO DE ALIMENTOS LTDA EPP";"C";1.520,94;3.811.303,81;4.814.192,35;"NORMAL";"BEBIDAS";"RECIFE";"I";18/01/2017;
"070362300";"26873119000162";"FRANCISCO BEZERRA FELICIANO ME";"C";697,00;1.801.100,00;166.900,00;"NORMAL";"SUPERMERCADOS";"IPUBI";"III";18/01/2017;
"070359423";"26877313000116";"A G POMPEU DE SOUSA COMERCIAL DE ALIMENTOS ME";"C";;7.790.757,22;34.026,60;"NORMAL";"SUPERMERCADOS";"VITORIA DE SANTO ANTAO";"II";17/01/2017;
"070358702";"16562161000109";"SAMUEL FRANCISCO DE ANDRADE EIRELI - ME";"C";;4.882,00;4.629.228,57;"NORMAL";"MATERIAL DE CONSTRUCAO";"RECIFE";"I";17/01/2017;
"070337101";"26859115000120";"JOSE ROBERTO NUNES DE LIMA 18766518814";"A";13,00;54.115,09;106.042,10;"SIMPLES NACIONAL";"TECIDOS";"OLINDA";"I";16/01/2017;
"070333548";"26857594000145";"MARIA JOSE DA SILVA 01827689455";"A";;;;"SIMEI";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";16/01/2017;
"070316880";"26848345000193";"BEETHOWEM SEVERINO DE ATAIDE 04182853490";"A";16,11;145.361,97;;"SIMEI";"VAREJO";"JABOATAO DOS GUARARAPES";"I";16/01/2017;
"070297304";"26837754000194";"GENIVAL LUIZ SOARES 82452695491";"A";2,36;241.253,88;;"SIMEI";"INDUSTRIA DE ALIMENTOS";"JABOATAO DOS GUARARAPES";"I";16/01/2017;
"070285470";"26829831000164";"REGINA CELI RIBEIRO DE ANDRADE CAMPELO 05882410401";"A";1,23;3.163,00;80.990,70;"SIMEI";"VAREJO";"JABOATAO DOS GUARARAPES";"I";16/01/2017;
"070280754";"26828216000133";"PEDRO CESAR CORDEIRO MORAIS 01124921427";"A";12,75;101.566,21;;"SIMEI";"VAREJO";"CARUARU";"II";16/01/2017;
"070261024";"26855050000144";"TARCISO ROBERTO CORREIA DOS SANTOS ME";"S";148,00;27.674,33;3.495.711,19;"NORMAL";"INDUSTRIA";"RECIFE";"I";12/01/2017;
"070234132";"26811694000130";"JOBSON TRANQUILINO DA SILVA 08675140436";"S";;538.862,00;;"NORMAL";"ATACADO DE ALIMENTOS";"IPOJUCA";"I";10/01/2017;
"070231893";"26810244000123";"TAMIRIS LIMA COLACO 09456205436";"C";;1.764.276,02;;"NORMAL";"ATACADO DE ALIMENTOS";"ARACOIABA";"I";10/01/2017;
"070228167";"26808515000106";"MILLENA TAMARA DA SILVA CAVALCANTI 10103688420";"A";2.805,08;134.382,60;;"SIMEI";"TECIDOS";"CACHOEIRINHA";"II";10/01/2017;"PAULO HENRIQUE SIQUEIRA"
"070204144";"26795080000102";"VALQUIRIA ALVES DA SILVA 06479044460";"A";1,00;26.336,48;213.116,26;"SIMEI";"VAREJO";"MARAIAL";"I";10/01/2017;
"070200319";"26792956000167";"RODRIGO VAGNER CASSIMIRO RAIMUNDO 10343832640";"C";6.350,50;2.849.783,30;;"SIMEI";"BEBIDAS";"PETROLINA";"III";10/01/2017;
"070200238";"26792941000107";"MARCOS PAULO DO NASCIMENTO 18290834810";"C";3.349,40;6.177.166,45;;"SIMEI";"BEBIDAS";"JABOATAO DOS GUARARAPES";"I";10/01/2017;
"070174997";"26827221000121";"COMERCIAL MEDINO EIRELI EPP";"C";;6.594.913,65;10.231.944,48;"NORMAL";"INDUSTRIA DE ALIMENTOS";"CUPIRA";"II";10/01/2017;
